,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06
0,447,1647,3089,8027,13053,16862,18992,19563,21676,23493,25847,27147,28182,30165,32714,43706,44662,46071,47111,50316,51353,53973,55654,56623,68067,74284,158275,360228,377249,597609,615482,852799,915209,917536,935316,1003988,1045839,1130707,1149211,1165956,1817300,2316122
